Date,Close,Open,High,Low,Volume,변동 %
2020-01-22,36900 ,36100 ,37850 ,36000 ,699.56K,1.51%
2020-01-23,35300 ,36700 ,36800 ,34950 ,1.06M,-4.34%
2020-01-27,35300 ,35300 ,35300 ,35300 ,-,0.00%
2020-01-28,34000 ,33500 ,34800 ,32900 ,1.32M,-3.68%
2020-01-29,34300 ,34400 ,34700 ,33700 ,606.93K,0.88%
2020-01-30,33000 ,34000 ,34150 ,32400 ,778.18K,-3.79%
2020-01-31,32150 ,32850 ,33550 ,31750 ,708.29K,-2.58%
2020-02-02,32150 ,32150 ,32150 ,32150 ,-,0.00%
2020-02-03,33500 ,31650 ,34250 ,30550 ,981.68K,4.20%
2020-02-04,33900 ,33500 ,34650 ,33150 ,608.67K,1.19%
2020-02-05,32850 ,34150 ,34550 ,32700 ,606.80K,-3.10%
2020-02-06,33700 ,33750 ,35500 ,33150 ,1.25M,2.59%
2020-02-07,33800 ,33600 ,35350 ,33100 ,806.55K,0.30%
2020-02-09,33800 ,33800 ,33800 ,33800 ,-,0.00%
2020-02-10,34200 ,33550 ,34300 ,32900 ,587.97K,1.18%
2020-02-11,33900 ,34650 ,35250 ,33650 ,730.57K,-0.88%
2020-02-12,36150 ,34050 ,36650 ,33850 ,1.56M,6.64%
2020-02-13,34400 ,36000 ,36450 ,34100 ,1.23M,-4.84%
2020-02-14,34600 ,34050 ,35250 ,34050 ,602.85K,0.58%
2020-02-17,30050 ,34200 ,34900 ,27600 ,3.88M,-13.15%
2020-02-18,29800 ,30550 ,31750 ,29200 ,1.61M,-0.83%
2020-02-19,29000 ,29550 ,29850 ,27500 ,1.85M,-2.68%
2020-02-20,29800 ,28800 ,30000 ,28450 ,848.49K,2.76%
2020-02-21,29900 ,29050 ,31450 ,29050 ,964.04K,0.34%
2020-02-23,29900 ,29900 ,29900 ,29900 ,-,0.00%
2020-02-24,28250 ,29300 ,29750 ,28000 ,707.20K,-5.52%
2020-02-25,30000 ,27950 ,30000 ,27800 ,724.10K,6.19%
2020-02-26,30000 ,29200 ,30200 ,28700 ,564.91K,0.00%
2020-02-27,29000 ,29850 ,31200 ,28700 ,810.21K,-3.33%
2020-02-28,27500 ,28150 ,28650 ,27200 ,813.53K,-5.17%
2020-03-01,27500 ,27500 ,27500 ,27500 ,-,0.00%
2020-03-02,29500 ,27600 ,29550 ,27300 ,715.55K,7.27%
2020-03-03,29350 ,30250 ,31000 ,29200 ,682.81K,-0.51%
2020-03-04,30000 ,29150 ,30700 ,29100 ,536.75K,2.21%
2020-03-05,30750 ,30600 ,31900 ,30050 ,784.70K,2.50%
2020-03-06,29550 ,30200 ,30600 ,29000 ,698.29K,-3.90%
2020-03-08,29550 ,29550 ,29550 ,29550 ,-,0.00%
2020-03-09,28000 ,29150 ,29400 ,27400 ,792.90K,-5.25%
2020-03-10,28800 ,27500 ,28800 ,27150 ,714.98K,2.86%
2020-03-11,26600 ,30150 ,31000 ,26200 ,2.16M,-7.64%
2020-03-12,27300 ,26850 ,27500 ,25800 ,1.38M,2.63%
2020-03-13,24850 ,25400 ,25950 ,21250 ,1.80M,-8.97%
2020-03-15,24850 ,24850 ,24850 ,24850 ,-,0.00%
2020-03-16,22750 ,25300 ,25900 ,22750 ,1.10M,-8.45%
2020-03-17,23950 ,20500 ,24200 ,20500 ,1.21M,5.27%
2020-03-18,22600 ,24500 ,24800 ,22500 ,4.99K,-5.64%
2020-03-19,19500 ,23600 ,23700 ,18700 ,1.30M,-13.72%
2020-03-20,20800 ,19900 ,21800 ,17250 ,2.55M,6.67%
2020-03-22,20800 ,20800 ,20800 ,20800 ,-,0.00%
2020-03-23,18650 ,19000 ,20450 ,18350 ,3.27K,-10.34%
2020-03-24,18000 ,18850 ,19550 ,17150 ,0.09K,-3.49%
2020-03-25,21750 ,20700 ,22600 ,19100 ,2.86K,20.83%
2020-03-26,24450 ,21900 ,27350 ,20600 ,2.86M,12.41%
2020-03-27,23550 ,26200 ,27600 ,23250 ,3.11M,-3.68%
2020-03-30,24700 ,22400 ,26900 ,21650 ,4.43M,4.88%
2020-03-31,23650 ,25700 ,25700 ,23100 ,1.93M,-4.25%
2020-04-01,23350 ,23500 ,24700 ,23100 ,1.66M,-1.27%
2020-04-02,24700 ,23450 ,24700 ,22350 ,1.16M,5.78%
2020-04-03,25500 ,25250 ,27100 ,23900 ,3.24M,3.24%
2020-04-05,25500 ,25500 ,25500 ,25500 ,-,0.00%
2020-04-06,25600 ,27000 ,28150 ,25250 ,3.26M,0.39%
2020-04-07,24000 ,25900 ,26050 ,23650 ,1.48M,-6.25%
2020-04-08,23200 ,24000 ,24100 ,23150 ,934.97K,-3.33%
2020-04-09,24050 ,23450 ,24750 ,23050 ,1.12M,3.66%
2020-04-10,24350 ,24100 ,24700 ,22600 ,740.61K,1.25%
2020-04-12,24350 ,24350 ,24350 ,24350 ,-,0.00%
2020-04-13,23700 ,24550 ,24700 ,23600 ,473.79K,-2.67%
2020-04-14,25700 ,23700 ,25700 ,23300 ,1.65M,8.44%
2020-04-15,25700 ,25700 ,25700 ,25700 ,-,0.00%
2020-04-16,26800 ,25600 ,26800 ,25050 ,1.20M,4.28%
2020-04-17,26950 ,27150 ,27200 ,25450 ,1.13M,0.56%
2020-04-19,26950 ,26950 ,26950 ,26950 ,-,0.00%
2020-04-20,25000 ,27050 ,27100 ,24600 ,1.81M,-7.24%
2020-04-21,23550 ,24400 ,24700 ,22600 ,1.50M,-5.80%
2020-04-22,23400 ,22750 ,23400 ,22100 ,779.21K,-0.64%
2020-04-23,23400 ,23650 ,23950 ,23100 ,481.15K,0.00%
2020-04-24,22950 ,23000 ,23900 ,22700 ,544.83K,-1.92%
2020-04-26,22950 ,22950 ,22950 ,22950 ,-,0.00%
2020-04-27,22550 ,23100 ,23150 ,22100 ,735.30K,-1.74%
2020-04-28,21950 ,22750 ,22850 ,21850 ,544.93K,-2.66%
2020-04-29,22250 ,22000 ,22700 ,21700 ,511.20K,1.37%
2020-05-03,22250 ,22250 ,22250 ,22250 ,-,0.00%
2020-05-04,22850 ,21800 ,23150 ,21800 ,406.92K,2.70%
2020-05-06,24100 ,23500 ,24600 ,23250 ,1.32M,5.47%
2020-05-07,24100 ,24100 ,24550 ,23750 ,438.86K,0.00%
2020-05-08,24650 ,24400 ,25300 ,24200 ,776.00K,2.28%
2020-05-11,26150 ,25100 ,26500 ,24700 ,1.32M,6.09%
2020-05-12,25100 ,26550 ,27050 ,24500 ,1.28M,-4.02%
2020-05-13,24000 ,24150 ,24650 ,23850 ,0.21K,-4.38%
2020-05-14,23800 ,23900 ,24450 ,23500 ,0.98K,-0.83%
2020-05-15,24400 ,23900 ,24750 ,23450 ,595.57K,2.52%
2020-05-17,24400 ,24400 ,24400 ,24400 ,-,0.00%
2020-05-18,23550 ,24450 ,24500 ,23350 ,501.43K,-3.48%
2020-05-19,25300 ,23700 ,27200 ,23100 ,4.70M,7.43%
2020-05-20,25200 ,24950 ,25350 ,24500 ,0.00K,-0.40%
2020-05-21,25250 ,25250 ,25500 ,24700 ,584.70K,0.20%
2020-05-22,24700 ,25250 ,25500 ,24650 ,574.10K,-2.18%
2020-05-24,24700 ,24700 ,24700 ,24700 ,-,0.00%
2020-05-25,24000 ,24600 ,24650 ,23950 ,0.36K,-2.83%
2020-05-26,24250 ,24100 ,24350 ,23550 ,0.05K,1.04%
2020-05-27,23650 ,24150 ,24150 ,23600 ,0.05K,-2.47%
2020-05-28,22600 ,23650 ,23950 ,22200 ,0.05K,-4.44%
2020-05-29,22700 ,22500 ,23150 ,22400 ,299.62K,0.44%
2020-06-01,23250 ,23300 ,23450 ,22900 ,0.47K,2.42%
2020-06-02,23450 ,23600 ,23600 ,22850 ,350.98K,0.86%
2020-06-03,22850 ,23500 ,23500 ,22600 ,0.01K,-2.56%
2020-06-04,22950 ,22850 ,23500 ,22600 ,2.78K,0.44%
2020-06-05,22750 ,23150 ,23200 ,22550 ,403.77K,-0.87%
2020-06-07,22750 ,22750 ,22750 ,22750 ,-,0.00%
2020-06-08,23550 ,23000 ,24000 ,22900 ,0.10K,3.52%
2020-06-09,23950 ,23600 ,24350 ,23250 ,0.18K,1.70%
2020-06-10,24650 ,24000 ,24950 ,23800 ,0.20K,2.92%
2020-06-11,23700 ,24800 ,24900 ,23250 ,0.00K,-3.85%
2020-06-12,22500 ,22150 ,22750 ,21950 ,813.02K,-5.06%
2020-06-14,22500 ,22500 ,22500 ,22500 ,-,0.00%
2020-06-15,20550 ,22800 ,23100 ,20550 ,743.73K,-8.67%
2020-06-16,21750 ,21250 ,22150 ,21250 ,0.05K,5.84%
2020-06-17,21350 ,21700 ,22000 ,21150 ,0.03K,-1.84%
2020-06-18,21200 ,21150 ,21300 ,20850 ,0.00K,-0.70%
2020-06-19,20950 ,21150 ,21350 ,20700 ,276.16K,-1.18%
2020-06-21,20950 ,20950 ,20950 ,20950 ,-,0.00%
2020-06-22,20750 ,20900 ,20900 ,20500 ,271.07K,-0.95%
2020-06-23,20500 ,20850 ,21700 ,20450 ,419.96K,-1.20%
2020-06-24,20750 ,20550 ,21150 ,20400 ,359.80K,1.22%
2020-06-25,20000 ,20350 ,20550 ,19600 ,576.42K,-3.61%
2020-06-26,19600 ,20150 ,20200 ,19200 ,406.07K,-2.00%
2020-06-29,18700 ,19400 ,19400 ,18600 ,362.15K,-4.59%
2020-06-30,19300 ,19000 ,19600 ,18850 ,325.09K,3.21%
2020-07-01,19400 ,19350 ,20250 ,19300 ,0.15K,0.52%
2020-07-02,21800 ,19550 ,22400 ,19550 ,0.67K,12.37%
2020-07-03,21700 ,22000 ,22000 ,20700 ,618.52K,-0.46%
2020-07-05,21700 ,21700 ,21700 ,21700 ,-,0.00%
2020-07-06,23000 ,21450 ,23000 ,21400 ,0.03K,5.99%
2020-07-07,23000 ,22900 ,23550 ,22500 ,0.14K,0.00%
2020-07-08,26150 ,23150 ,26600 ,23100 ,0.02K,13.70%
2020-07-09,25400 ,26450 ,26650 ,24700 ,1.26M,-2.87%
2020-07-10,26000 ,25150 ,26300 ,24600 ,1.01M,2.36%
2020-07-13,25350 ,25300 ,25450 ,24600 ,0.74K,-2.50%
2020-07-14,25750 ,25300 ,26050 ,24650 ,982.00K,1.58%
2020-07-15,27100 ,25950 ,27850 ,25600 ,0.42K,5.24%
2020-07-16,25400 ,27200 ,27500 ,24950 ,1.40M,-6.27%
2020-07-17,25400 ,25300 ,26300 ,24950 ,712.17K,0.00%
2020-07-19,25400 ,25400 ,25400 ,25400 ,-,0.00%
2020-07-20,23900 ,25300 ,25400 ,22800 ,0.55K,-5.91%
2020-07-21,23750 ,25650 ,25900 ,23750 ,2.08K,-0.63%
2020-07-22,24050 ,23700 ,24450 ,22700 ,1.10M,1.26%
2020-07-23,24400 ,24350 ,24950 ,23400 ,985.51K,1.46%
2020-07-24,24400 ,24100 ,24950 ,24050 ,743.24K,0.00%
2020-07-26,24400 ,24400 ,24400 ,24400 ,-,0.00%
2020-07-27,24800 ,24650 ,25100 ,24100 ,657.29K,1.64%
2020-07-28,24200 ,25150 ,25550 ,24100 ,0.24K,-2.42%
2020-07-29,23600 ,24200 ,24200 ,23500 ,0.12K,-2.48%
2020-07-30,22750 ,23500 ,23600 ,22550 ,0.16K,-3.60%
2020-07-31,23100 ,23000 ,23550 ,22850 ,426.37K,1.54%
2020-08-02,23100 ,23100 ,23100 ,23100 ,-,0.00%
2020-08-03,24100 ,23500 ,24150 ,22900 ,0.00K,4.33%
2020-08-04,24900 ,24300 ,25000 ,23650 ,832.07K,3.32%
2020-08-05,24200 ,25000 ,25550 ,23900 ,920.45K,-2.81%
2020-08-06,23600 ,24300 ,24300 ,23500 ,452.45K,-2.48%
2020-08-07,24250 ,23700 ,24350 ,23450 ,457.63K,2.75%
2020-08-09,24250 ,24250 ,24250 ,24250 ,-,0.00%
2020-08-10,23700 ,24500 ,24550 ,23550 ,489.23K,-2.27%
2020-08-11,23300 ,23650 ,23750 ,23200 ,0.01K,-1.69%
2020-08-12,23200 ,23300 ,23750 ,22650 ,0.15K,-0.43%
2020-08-13,24050 ,23400 ,24350 ,23100 ,0.05K,3.66%
2020-08-14,24750 ,24550 ,25150 ,24000 ,1.03M,2.91%
2020-08-17,24750 ,24750 ,24750 ,24750 ,-,0.00%
2020-08-18,23200 ,24750 ,25200 ,23050 ,844.19K,-6.26%
2020-08-19,24700 ,23600 ,24700 ,23400 ,1.60K,6.47%
2020-08-20,22950 ,23300 ,24100 ,22250 ,0.12K,-7.09%
2020-08-21,22200 ,22950 ,23150 ,21100 ,920.37K,-3.27%
2020-08-23,22200 ,22200 ,22200 ,22200 ,-,0.00%
2020-08-24,22300 ,22600 ,22600 ,21750 ,274.31K,0.45%
2020-08-25,22900 ,22300 ,23150 ,22150 ,348.76K,2.69%
2020-08-26,22750 ,22900 ,23100 ,22350 ,0.45K,-0.66%
2020-08-27,21950 ,22750 ,22750 ,21750 ,534.35K,-3.52%
2020-08-28,22400 ,22250 ,22700 ,21950 ,388.83K,2.05%
2020-08-30,22400 ,22400 ,22400 ,22400 ,-,0.00%
2020-08-31,22200 ,22550 ,22800 ,22100 ,0.01K,-0.89%
2020-09-01,21950 ,22100 ,22250 ,21750 ,0.10K,-1.13%
2020-09-02,22050 ,22100 ,22250 ,21850 ,237.21K,0.46%
2020-09-03,22400 ,22100 ,22650 ,21900 ,340.56K,1.59%
2020-09-04,21750 ,21550 ,21850 ,21450 ,461.16K,-2.90%
2020-09-06,21750 ,21750 ,21750 ,21750 ,-,0.00%
2020-09-07,21650 ,21600 ,21900 ,21200 ,273.28K,-0.46%
2020-09-08,21450 ,21550 ,21850 ,21400 ,0.00K,-0.92%
2020-09-09,20850 ,21100 ,21400 ,20850 ,329.64K,-2.80%
2020-09-10,20750 ,20900 ,21200 ,20400 ,306.60K,-0.48%
2020-09-11,21600 ,20400 ,23700 ,17850 ,7.99M,4.10%
2020-09-13,21600 ,21600 ,21600 ,21600 ,-,0.00%
2020-09-14,20750 ,20350 ,22500 ,20350 ,0.01K,-3.94%
2020-09-15,23350 ,21250 ,24500 ,20700 ,0.00K,12.53%
2020-09-16,23100 ,23400 ,23850 ,22550 ,0.45K,-1.07%
2020-09-17,23800 ,22950 ,24500 ,22300 ,0.10K,3.03%
2020-09-18,24250 ,23700 ,24600 ,23250 ,883.21K,1.89%
2020-09-20,24250 ,24250 ,24250 ,24250 ,-,0.00%
2020-09-21,26000 ,23850 ,28800 ,23500 ,1.69K,7.22%
2020-09-22,26600 ,26300 ,27750 ,25050 ,2.20M,2.31%
2020-09-23,25500 ,27350 ,27600 ,25500 ,3.27K,-4.14%
2020-09-24,23600 ,24800 ,25300 ,23400 ,0.10K,-7.45%
2020-09-25,24000 ,24050 ,24500 ,23450 ,640.18K,1.69%
2020-09-27,24000 ,24000 ,24000 ,24000 ,-,0.00%
2020-09-28,23200 ,23950 ,24450 ,22700 ,837.84K,-3.33%
2020-09-29,23100 ,23300 ,23500 ,22700 ,423.20K,-0.43%
2020-10-04,23100 ,23100 ,23100 ,23100 ,-,0.00%
2020-10-05,24200 ,22950 ,24600 ,22150 ,0.16K,4.76%
2020-10-06,23800 ,24000 ,24750 ,23550 ,0.37K,-1.65%
2020-10-07,24350 ,23650 ,25250 ,23650 ,714.13K,2.31%
2020-10-08,23850 ,24450 ,24600 ,23850 ,323.70K,-2.05%
2020-10-11,23850 ,23850 ,23850 ,23850 ,-,0.00%
2020-10-12,24550 ,23950 ,24850 ,23600 ,421.52K,2.94%
2020-10-13,24300 ,24600 ,24750 ,24000 ,0.64K,-1.02%
2020-10-14,23400 ,24050 ,24400 ,23300 ,0.96K,-3.70%
2020-10-15,22450 ,23100 ,23300 ,21850 ,0.21K,-4.06%
2020-10-16,22600 ,22300 ,23450 ,22000 ,280.06K,0.67%
2020-10-19,22850 ,22600 ,23350 ,22600 ,0.01K,1.11%
2020-10-20,22400 ,22650 ,22700 ,22100 ,0.05K,-1.97%
2020-10-21,22400 ,22750 ,23050 ,22250 ,0.01K,0.00%
2020-10-22,22000 ,22400 ,22650 ,21950 ,0.10K,-1.79%
2020-10-23,21700 ,22200 ,22200 ,21400 ,275.51K,-1.36%
2020-10-26,21000 ,21450 ,21650 ,20900 ,0.45K,-3.23%
2020-10-27,21000 ,20800 ,21300 ,20650 ,0.02K,0.00%
2020-10-28,21350 ,20950 ,21600 ,20850 ,201.93K,1.67%
2020-10-29,21900 ,21000 ,21950 ,20900 ,0.23K,2.58%
2020-10-30,21400 ,21800 ,21900 ,21400 ,148.62K,-2.28%
2020-11-01,21400 ,21400 ,21400 ,21400 ,-,0.00%
2020-11-02,21450 ,21200 ,21650 ,21050 ,134.00K,0.23%
2020-11-03,22050 ,21500 ,22200 ,21500 ,196.12K,2.80%
2020-11-04,22150 ,22150 ,22400 ,21750 ,169.70K,0.45%
2020-11-05,23050 ,23100 ,23550 ,22650 ,557.13K,4.06%
2020-11-06,24150 ,23200 ,24350 ,22550 ,660.84K,4.77%
2020-11-08,24150 ,24150 ,24150 ,24150 ,-,0.00%
2020-11-09,23950 ,23850 ,24550 ,23800 ,0.41K,-0.83%
2020-11-10,25100 ,23900 ,25150 ,23350 ,0.18K,4.80%
2020-11-11,25000 ,25150 ,25550 ,24450 ,0.04K,-0.40%
2020-11-12,25750 ,25000 ,26150 ,24650 ,633.43K,3.00%
2020-11-13,27700 ,26300 ,27950 ,26100 ,1.61M,7.57%
2020-11-15,27700 ,27700 ,27700 ,27700 ,-,0.00%
2020-11-16,25000 ,27050 ,27450 ,24400 ,0.56K,-9.75%
2020-11-17,24000 ,24700 ,25000 ,23150 ,969.78K,-4.00%
2020-11-18,24550 ,24200 ,24950 ,24150 ,0.92K,2.29%
2020-11-19,24450 ,24600 ,24700 ,24050 ,204.69K,-0.41%
2020-11-20,26100 ,24500 ,26350 ,24400 ,830.62K,6.75%
2020-11-22,26100 ,26100 ,26100 ,26100 ,-,0.00%
2020-11-23,26000 ,26250 ,26450 ,25200 ,506.84K,-0.38%
2020-11-24,25500 ,26250 ,26300 ,25100 ,0.01K,-1.92%
2020-11-25,24400 ,25450 ,25700 ,24100 ,561.53K,-4.31%
2020-11-26,23850 ,24200 ,24800 ,23500 ,443.24K,-2.25%
2020-11-27,24200 ,25450 ,25500 ,23950 ,890.19K,1.47%
2020-11-29,24200 ,24200 ,24200 ,24200 ,-,0.00%
2020-11-30,23550 ,23900 ,24200 ,23450 ,460.64K,-2.69%
2020-12-01,23500 ,23500 ,23650 ,23050 ,335.85K,-0.21%
2020-12-02,23900 ,23500 ,24600 ,23350 ,450.47K,1.70%
2020-12-03,23600 ,23900 ,24150 ,23600 ,0.50K,-1.26%
2020-12-04,23500 ,23600 ,23800 ,23100 ,321.38K,-0.42%
2020-12-07,22850 ,23400 ,23500 ,22700 ,431.20K,-2.77%
2020-12-08,22950 ,23050 ,23550 ,22850 ,248.56K,0.44%
2020-12-09,23550 ,23200 ,24200 ,23000 ,0.01K,2.61%
2020-12-10,23150 ,23250 ,23500 ,22950 ,356.97K,-1.70%
2020-12-11,23300 ,23300 ,23350 ,23000 ,259.59K,0.65%
2020-12-13,23300 ,23300 ,23300 ,23300 ,-,0.00%
2020-12-14,22750 ,23300 ,23300 ,22700 ,343.20K,-2.36%
2020-12-15,23100 ,22950 ,23550 ,22900 ,0.16K,1.54%
2020-12-16,23050 ,23100 ,23200 ,22850 ,193.22K,-0.22%
2020-12-17,23500 ,23150 ,23550 ,22950 ,302.62K,1.95%
2020-12-18,23000 ,23550 ,23550 ,22850 ,365.80K,-2.13%
2020-12-20,23000 ,23000 ,23000 ,23000 ,-,0.00%
2020-12-21,22850 ,23100 ,23100 ,22600 ,0.11K,-0.65%
2020-12-22,21950 ,22850 ,22850 ,21850 ,560.05K,-3.94%
2020-12-23,21900 ,21900 ,22550 ,21750 ,506.97K,-0.23%
2020-12-24,21700 ,21900 ,22150 ,21650 ,401.86K,-0.91%
2020-12-28,21500 ,22100 ,25100 ,21400 ,5.36M,-0.92%
2020-12-29,23400 ,22800 ,23700 ,22500 ,0.00K,8.84%
2020-12-30,23900 ,23600 ,24800 ,23000 ,1.01M,2.14%
2021-01-04,24850 ,23900 ,25100 ,23650 ,0.85K,3.97%
2021-01-05,29100 ,24850 ,31250 ,24500 ,0.56K,17.10%
2021-01-06,30350 ,29950 ,33500 ,29600 ,0.22K,4.30%
2021-01-07,27600 ,30800 ,30850 ,26500 ,0.81K,-9.06%
2021-01-08,26900 ,27800 ,28350 ,25800 ,1.32M,-2.54%
2021-01-10,26900 ,26900 ,26900 ,26900 ,-,0.00%
2021-01-11,25100 ,26950 ,26950 ,24600 ,0.64K,-6.69%
2021-01-12,25600 ,25550 ,26400 ,24500 ,0.41K,1.99%
2021-01-13,25250 ,25350 ,25600 ,24950 ,0.10K,-1.37%
2021-01-14,25600 ,25250 ,25600 ,24650 ,0.54K,1.39%
2021-01-15,25300 ,25600 ,26450 ,25150 ,549.45K,-1.17%
2021-01-17,25300 ,25300 ,25300 ,25300 ,-,0.00%
2021-01-18,24500 ,25150 ,25250 ,24500 ,315.12K,-3.16%
2021-01-19,24400 ,24300 ,24750 ,23200 ,0.01K,-0.41%
2021-01-20,25400 ,24500 ,25600 ,24050 ,463.43K,4.10%
2021-01-21,24950 ,25450 ,26150 ,24800 ,0.02K,-1.77%
2021-01-22,25150 ,24600 ,25200 ,24200 ,363.51K,0.80%
2021-01-24,25150 ,25150 ,25150 ,25150 ,-,0.00%
2021-01-25,25000 ,25350 ,25550 ,24650 ,0.13K,-0.60%
2021-01-26,25050 ,24900 ,25450 ,24450 ,246.07K,0.20%
